FARMACIA;;;;;;;;;;;;;;
ID_Cliente;Zona;ID_ZONA;País;Tipo_de_producto;Canal_de_venta;Prioridad;Fecha_pedido;ID_Pedido;Fecha_envío;Unidades; Precio_unitario ; Coste_unitario ; Importe_venta_total ; Importe_coste_total 
4045;Centroamérica y Caribe;4;Antigua and Barbuda ;Cereales;Offline;Crítica;4/08/2020;404564940;28/08/2020;8611; $ 205,70 ; $ 117,11 ; $ 1.771.283 ; $ 1.008.434 
7601;Australia y Oceanía;3;Papua New Guinea;Cuidado personal;Offline;Baja;21/01/2021;760131013;28/01/2021;8513; $ 81,73 ; $ 56,67 ; $ 695.767 ; $ 482.432 
1154;Centroamérica y Caribe;4;El Salvador;Ropa;Offline;Media;2/11/2022;115460574;19/11/2022;6205; $ 109,28 ; $ 35,84 ; $ 678.082 ; $ 222.387 
7315;África;1;Republic of the Congo;Bebida;Offline;Baja;8/02/2022;731539952;9/02/2022;7783; $ 47,45 ; $ 31,79 ; $ 369.303 ; $ 247.422 
4396;Australia y Oceanía;3;Vanuatu;Cárnicos;Online;Crítica;3/08/2022;439667975;21/09/2022;6379; $ 421,89 ; $ 364,69 ; $ 2.691.236 ; $ 2.326.358 
2914;Asia;2;Bangladesh;Ropa;Offline;Baja;11/09/2022;291455972;16/09/2022;7154; $ 109,28 ; $ 35,84 ; $ 781.789 ; $ 256.399 
5088;África;1;Burundi;Cereales;Offline;Baja;1/09/2022;508827769;13/09/2022;2299; $ 205,70 ; $ 117,11 ; $ 472.904 ; $ 269.236 
9340;África;1;South Sudan;Verduras;Online;Media;17/04/2020;934019696;7/05/2020;6039; $ 154,06 ; $ 90,93 ; $ 930.368 ; $ 549.126 
5795;África;1;Mozambique;Bebida;Online;Baja;25/11/2020;579580581;12/12/2020;9628; $ 47,45 ; $ 31,79 ; $ 456.849 ; $ 306.074 
7783;Centroamérica y Caribe;4;Saint Kitts and Nevis ;Cárnicos;Online;Crítica;27/08/2021;778371751;3/09/2021;6353; $ 421,89 ; $ 364,69 ; $ 2.680.267 ; $ 2.316.876 
2335;África;1;Rwanda;Verduras;Offline;Media;16/07/2021;233567035;17/08/2021;6531; $ 154,06 ; $ 90,93 ; $ 1.006.166 ; $ 593.864 
8686;África;1;Rwanda;Bebida;Online;Alta;24/10/2022;868652760;8/12/2022;2510; $ 47,45 ; $ 31,79 ; $ 119.100 ; $ 79.793 
1774;Europa;5;Moldova ;Verduras;Offline;Baja;23/12/2020;177427756;31/01/2021;3671; $ 154,06 ; $ 90,93 ; $ 565.554 ; $ 333.804 
6740;Europa;5;Austria;Cereales;Offline;Baja;10/07/2020;674003350;30/07/2020;1424; $ 205,70 ; $ 117,11 ; $ 292.917 ; $ 166.765 
4428;Europa;5;Spain;Ropa;Offline;Baja;16/01/2022;442803370;18/02/2022;4212; $ 109,28 ; $ 35,84 ; $ 460.287 ; $ 150.958 
7885;Asia;2;China;Alimento infantil;Online;Crítica;27/10/2020;788564145;1/12/2020;2509; $ 255,28 ; $ 159,42 ; $ 640.498 ; $ 399.985 
3863;África;1;Qatar;Cosméticos;Online;Media;21/07/2022;386334502;11/08/2022;3819; $ 437,20 ; $ 263,33 ; $ 1.669.667 ; $ 1.005.657 
2314;Europa;5;Georgia;Cuidado personal;Online;Crítica;22/11/2021;231475770;23/11/2021;7679; $ 81,73 ; $ 56,67 ; $ 627.605 ; $ 435.169 
4896;Asia;2;Kazakhstan;Doméstico;Online;Media;18/01/2021;489661777;11/02/2021;656; $ 668,27 ; $ 502,54 ; $ 438.385 ; $ 329.666 
9468;África;1;Namibia;Cuidado personal;Offline;Baja;18/08/2022;946878850;5/10/2022;1348; $ 81,73 ; $ 56,67 ; $ 110.172 ; $ 76.391 
5594;Centroamérica y Caribe;4;Jamaica;Cárnicos;Offline;Baja;1/07/2022;559425818;23/07/2022;5386; $ 421,89 ; $ 364,69 ; $ 2.272.300 ; $ 1.964.220 
6039;África;1;Syria;Verduras;Offline;Media;22/08/2022;603914010;1/09/2022;431; $ 154,06 ; $ 90,93 ; $ 66.400 ; $ 39.191 
6272;África;1;Tanzania;Frutas;Offline;Crítica;24/02/2021;627267253;8/03/2021;1174; $ 9,33 ; $ 6,92 ; $ 10.953 ; $ 8.124 
6967;África;1;Angola;Alimento infantil;Online;Alta;1/04/2022;696721875;12/05/2022;4340; $ 255,28 ; $ 159,42 ; $ 1.107.915 ; $ 691.883 
9498;Asia;2;China;Cuidado personal;Offline;Baja;18/07/2020;949826705;6/09/2020;3684; $ 81,73 ; $ 56,67 ; $ 301.093 ; $ 208.772 
2444;Europa;5;Hungary;Cuidado personal;Offline;Baja;30/06/2022;244443070;3/07/2022;4991; $ 81,73 ; $ 56,67 ; $ 407.914 ; $ 282.840 
2087;Europa;5;Norway;Doméstico;Offline;Alta;29/01/2022;208744800;3/02/2022;1080; $ 668,27 ; $ 502,54 ; $ 721.732 ; $ 542.743 
2912;Australia y Oceanía;3;Australia;Cárnicos;Offline;Crítica;9/04/2022;291218221;2/05/2022;6798; $ 421,89 ; $ 364,69 ; $ 2.868.008 ; $ 2.479.163 
9106;África;1;Nigeria;Doméstico;Offline;Media;22/02/2022;910662162;5/03/2022;4025; $ 668,27 ; $ 502,54 ; $ 2.689.787 ; $ 2.022.724 
3061;Asia;2;Thailand;Material de oficina;Online;Media;9/03/2021;306187951;17/04/2021;6674; $ 651,21 ; $ 524,96 ; $ 4.346.176 ; $ 3.503.583 
3872;Asia;2;Taiwan;Frutas;Offline;Alta;16/09/2020;387219417;27/09/2020;5685; $ 9,33 ; $ 6,92 ; $ 53.041 ; $ 39.340 
8834;Asia;2;India;Verduras;Online;Baja;5/06/2022;883492887;5/06/2022;4033; $ 154,06 ; $ 90,93 ; $ 621.324 ; $ 366.721 
6950;Europa;5;Romania;Bebida;Offline;Baja;24/04/2021;695057189;8/05/2021;1723; $ 47,45 ; $ 31,79 ; $ 81.756 ; $ 54.774 
1422;Australia y Oceanía;3;East Timor;Cosméticos;Online;Baja;23/04/2021;142273652;16/05/2021;790; $ 437,20 ; $ 263,33 ; $ 345.388 ; $ 208.031 
5158;Europa;5;Bosnia and Herzegovina;Cereales;Online;Baja;28/06/2022;515816104;6/08/2022;303; $ 205,70 ; $ 117,11 ; $ 62.327 ; $ 35.484 
9266;Europa;5;Ireland;Cuidado personal;Offline;Baja;14/06/2022;926670873;17/07/2022;1359; $ 81,73 ; $ 56,67 ; $ 111.071 ; $ 77.015 
5561;Europa;5;Croatia;Doméstico;Online;Baja;19/08/2020;556136786;5/09/2020;2089; $ 668,27 ; $ 502,54 ; $ 1.396.016 ; $ 1.049.806 
9058;África;1;Iraq;Alimento infantil;Online;Baja;6/08/2022;905825173;22/08/2022;2653; $ 255,28 ; $ 159,42 ; $ 677.258 ; $ 422.941 
8476;Europa;5;Malta;Material de oficina;Online;Crítica;7/06/2021;847659862;22/07/2021;245; $ 651,21 ; $ 524,96 ; $ 159.546 ; $ 128.615 
6738;Europa;5;Ireland;Cárnicos;Offline;Baja;26/01/2022;673877179;21/02/2022;4087; $ 421,89 ; $ 364,69 ; $ 1.724.264 ; $ 1.490.488 
7470;África;1;Madagascar;Alimento infantil;Online;Baja;14/09/2022;747025954;12/10/2022;435; $ 255,28 ; $ 159,42 ; $ 111.047 ; $ 69.348 
1499;Europa;5;Austria;Cosméticos;Online;Media;1/12/2021;149967515;27/12/2021;7575; $ 437,20 ; $ 263,33 ; $ 3.311.790 ; $ 1.994.725 
7358;África;1;Sierra Leone;Cuidado personal;Offline;Crítica;17/02/2020;735875689;25/03/2020;824; $ 81,73 ; $ 56,67 ; $ 67.346 ; $ 46.696 
3782;Europa;5;Netherlands;Material de oficina;Online;Crítica;9/01/2021;378236806;18/02/2021;7531; $ 651,21 ; $ 524,96 ; $ 4.904.263 ; $ 3.953.474 
6208;Europa;5;Croatia;Cosméticos;Offline;Alta;15/07/2021;620849692;18/07/2021;2075; $ 437,20 ; $ 263,33 ; $ 907.190 ; $ 546.410 
8278;Centroamérica y Caribe;4;Trinidad and Tobago;Snacks;Offline;Baja;11/11/2021;827825677;19/11/2021;869; $ 152,58 ; $ 97,44 ; $ 132.592 ; $ 84.675 
4335;Asia;2;South Korea;Doméstico;Offline;Crítica;5/03/2021;433588588;28/03/2021;7353; $ 668,27 ; $ 502,54 ; $ 4.913.789 ; $ 3.695.177 
2928;Australia y Oceanía;3;Samoa ;Cárnicos;Offline;Alta;24/11/2021;292874753;25/12/2021;7003; $ 421,89 ; $ 364,69 ; $ 2.954.496 ; $ 2.553.924 
4307;Europa;5;Albania;Material de oficina;Offline;Baja;31/07/2022;430733001;2/08/2022;2322; $ 651,21 ; $ 524,96 ; $ 1.512.110 ; $ 1.218.957 
4925;África;1;Cape Verde;Frutas;Online;Media;3/03/2022;492524659;25/03/2022;7846; $ 9,33 ; $ 6,92 ; $ 73.203 ; $ 54.294 
1939;Europa;5;Italy;Bebida;Online;Baja;9/06/2021;193923556;20/06/2021;5145; $ 47,45 ; $ 31,79 ; $ 244.130 ; $ 163.560 
6709;Europa;5;Hungary;Bebida;Offline;Baja;26/07/2021;670916020;2/08/2021;7815; $ 47,45 ; $ 31,79 ; $ 370.822 ; $ 248.439 
4298;Asia;2;Maldives;Alimento infantil;Offline;Crítica;17/09/2022;429800879;19/10/2022;6486; $ 255,28 ; $ 159,42 ; $ 1.655.746 ; $ 1.033.998 
2971;África;1;Mali;Doméstico;Offline;Alta;25/07/2022;297189462;19/08/2022;3821; $ 668,27 ; $ 502,54 ; $ 2.553.460 ; $ 1.920.205 
2700;África;1;Yemen;Cuidado personal;Online;Media;26/08/2020;270005595;4/09/2020;9511; $ 81,73 ; $ 56,67 ; $ 777.334 ; $ 538.988 
8654;Asia;2;North Korea;Snacks;Offline;Baja;15/08/2022;865485608;10/09/2022;5279; $ 152,58 ; $ 97,44 ; $ 805.470 ; $ 514.386 
8711;Asia;2;Uzbekistan;Cereales;Offline;Alta;28/08/2021;871178328;28/08/2021;9882; $ 205,70 ; $ 117,11 ; $ 2.032.727 ; $ 1.157.281 
4949;Europa;5;Latvia;Verduras;Online;Baja;12/10/2022;494945085;6/11/2022;4104; $ 154,06 ; $ 90,93 ; $ 632.262 ; $ 373.177 
9149;Asia;2;Singapore;Snacks;Offline;Crítica;29/05/2021;914959704;24/06/2021;5764; $ 152,58 ; $ 97,44 ; $ 879.471 ; $ 561.644 
2297;Europa;5;Lithuania;Doméstico;Online;Baja;7/12/2021;229708516;23/01/2022;4709; $ 668,27 ; $ 502,54 ; $ 3.146.883 ; $ 2.366.461 
2079;África;1;Senegal;Bebida;Offline;Alta;4/01/2022;207990348;20/01/2022;7821; $ 47,45 ; $ 31,79 ; $ 371.106 ; $ 248.630 
4389;África;1;South Sudan;Verduras;Offline;Crítica;20/07/2022;438916528;18/08/2022;4009; $ 154,06 ; $ 90,93 ; $ 617.627 ; $ 364.538 
5819;Europa;5;Bulgaria;Alimento infantil;Online;Alta;30/07/2020;581910884;16/08/2020;9217; $ 255,28 ; $ 159,42 ; $ 2.352.916 ; $ 1.469.374 
8167;África;1;Seychelles ;Cárnicos;Offline;Alta;4/02/2022;816709744;1/03/2022;1417; $ 421,89 ; $ 364,69 ; $ 597.818 ; $ 516.766 
4933;Centroamérica y Caribe;4;Saint Kitts and Nevis ;Doméstico;Online;Alta;24/08/2020;493361937;29/09/2020;5616; $ 668,27 ; $ 502,54 ; $ 3.753.004 ; $ 2.822.265 
3822;Centroamérica y Caribe;4;Saint Vincent and the Grenadines;Alimento infantil;Offline;Alta;10/08/2021;382228791;26/09/2021;8848; $ 255,28 ; $ 159,42 ; $ 2.258.717 ; $ 1.410.548 
4239;Europa;5;Andorra;Cosméticos;Offline;Baja;2/10/2020;423984134;14/11/2020;5182; $ 437,20 ; $ 263,33 ; $ 2.265.570 ; $ 1.364.576 
1796;África;1;Mali;Cárnicos;Offline;Crítica;3/11/2022;179614293;23/11/2022;716; $ 421,89 ; $ 364,69 ; $ 302.073 ; $ 261.118 
1804;África;1;Togo;Cuidado personal;Offline;Media;26/02/2020;180418097;15/03/2020;8579; $ 81,73 ; $ 56,67 ; $ 701.162 ; $ 486.172 
5780;Asia;2;Thailand;Cárnicos;Offline;Alta;17/07/2022;578006875;21/08/2022;3934; $ 421,89 ; $ 364,69 ; $ 1.659.715 ; $ 1.434.690 
6943;Europa;5;Moldova ;Doméstico;Online;Alta;1/09/2021;694304454;9/09/2021;8972; $ 668,27 ; $ 502,54 ; $ 5.995.718 ; $ 4.508.789 
3715;Centroamérica y Caribe;4;Trinidad and Tobago;Alimento infantil;Online;Alta;14/01/2021;371547162;23/02/2021;7917; $ 255,28 ; $ 159,42 ; $ 2.021.052 ; $ 1.262.128 
4222;Asia;2;Japan;Bebida;Online;Media;6/04/2020;422283828;26/04/2020;2024; $ 47,45 ; $ 31,79 ; $ 96.039 ; $ 64.343 
3793;África;1;Central African Republic;Cereales;Offline;Crítica;23/03/2022;379375779;23/03/2022;4578; $ 205,70 ; $ 117,11 ; $ 941.695 ; $ 536.130 
7459;África;1;Azerbaijan;Cuidado personal;Online;Baja;11/03/2020;745996844;3/04/2020;5899; $ 81,73 ; $ 56,67 ; $ 482.125 ; $ 334.296 
7456;África;1;Mauritania;Frutas;Offline;Baja;20/02/2022;745633351;3/04/2022;8333; $ 9,33 ; $ 6,92 ; $ 77.747 ; $ 57.664 
5720;Europa;5;Portugal;Snacks;Offline;Media;16/09/2020;572084128;5/11/2020;1261; $ 152,58 ; $ 97,44 ; $ 192.403 ; $ 122.872 
9394;África;1;Liberia;Bebida;Online;Baja;22/05/2020;939460504;24/05/2020;6095; $ 47,45 ; $ 31,79 ; $ 289.208 ; $ 193.760 
8321;África;1;South Sudan;Frutas;Online;Alta;12/10/2021;832186305;26/11/2021;1276; $ 9,33 ; $ 6,92 ; $ 11.905 ; $ 8.830 
6549;África;1;Cameroon;Frutas;Online;Baja;28/02/2020;654997861;2/04/2020;7277; $ 9,33 ; $ 6,92 ; $ 67.894 ; $ 50.357 
8829;Centroamérica y Caribe;4;Cuba;Cárnicos;Online;Baja;23/03/2021;882943999;7/04/2021;1605; $ 421,89 ; $ 364,69 ; $ 677.133 ; $ 585.327 
7113;África;1;Malawi;Frutas;Online;Baja;27/06/2022;711386048;15/08/2022;3795; $ 9,33 ; $ 6,92 ; $ 35.407 ; $ 26.261 
3059;Australia y Oceanía;3;Tuvalu;Bebida;Offline;Baja;9/06/2020;305997836;10/07/2020;415; $ 47,45 ; $ 31,79 ; $ 19.692 ; $ 13.193 
3527;África;1;Burundi;Cárnicos;Offline;Alta;19/07/2020;352765691;11/08/2020;62; $ 421,89 ; $ 364,69 ; $ 26.157 ; $ 22.611 
7079;África;1;Liberia;Verduras;Online;Crítica;15/07/2021;707988440;8/08/2021;8367; $ 154,06 ; $ 90,93 ; $ 1.289.020 ; $ 760.811 
8482;Asia;2;Turkmenistan;Verduras;Offline;Media;13/07/2022;848277413;29/08/2022;2992; $ 154,06 ; $ 90,93 ; $ 460.948 ; $ 272.063 
3205;África;1;Uganda;Doméstico;Online;Media;16/08/2021;320556437;25/09/2021;8628; $ 668,27 ; $ 502,54 ; $ 5.765.834 ; $ 4.335.915 
9920;África;1;Lebanon;Alimento infantil;Online;Alta;6/03/2020;992061841;24/03/2020;1999; $ 255,28 ; $ 159,42 ; $ 510.305 ; $ 318.681 
3003;Europa;5;Switzerland;Material de oficina;Online;Media;20/05/2021;300342452;24/06/2021;6861; $ 651,21 ; $ 524,96 ; $ 4.467.952 ; $ 3.601.751 
7032;África;1;Kuwait;Verduras;Online;Alta;2/04/2020;703259599;5/04/2020;8998; $ 154,06 ; $ 90,93 ; $ 1.386.232 ; $ 818.188 
2289;Asia;2;India;Ropa;Offline;Alta;17/03/2022;228987109;14/04/2022;1229; $ 109,28 ; $ 35,84 ; $ 134.305 ; $ 44.047 
1260;África;1;Angola;Cereales;Online;Crítica;22/08/2021;126011312;18/09/2021;8402; $ 205,70 ; $ 117,11 ; $ 1.728.291 ; $ 983.958 
8131;Asia;2;Uzbekistan;Bebida;Offline;Crítica;28/06/2020;813131034;1/07/2020;2397; $ 47,45 ; $ 31,79 ; $ 113.738 ; $ 76.201 
5294;Europa;5;Latvia;Cuidado personal;Offline;Crítica;5/02/2021;529457604;5/03/2021;7126; $ 81,73 ; $ 56,67 ; $ 582.408 ; $ 403.830 
2844;África;1;Ghana;Cárnicos;Offline;Media;2/12/2021;284414851;7/12/2021;3530; $ 421,89 ; $ 364,69 ; $ 1.489.272 ; $ 1.287.356 
7077;Europa;5;Poland;Bebida;Online;Crítica;22/10/2021;707739102;28/10/2021;4583; $ 47,45 ; $ 31,79 ; $ 217.463 ; $ 145.694 
6994;Asia;2;Mongolia;Cosméticos;Online;Baja;15/06/2021;699479186;25/07/2021;290; $ 437,20 ; $ 263,33 ; $ 126.788 ; $ 76.366 
5799;Asia;2;Vietnam;Cereales;Online;Crítica;13/12/2021;579996430;9/01/2022;2687; $ 205,70 ; $ 117,11 ; $ 552.716 ; $ 314.675 
7399;Europa;5;United Kingdom;Cereales;Online;Baja;29/06/2020;739964663;27/07/2020;842; $ 205,70 ; $ 117,11 ; $ 173.199 ; $ 98.607 
2903;Australia y Oceanía;3;Vanuatu;Ropa;Offline;Baja;31/05/2020;290370213;15/06/2020;5854; $ 109,28 ; $ 35,84 ; $ 639.725 ; $ 209.807 
2125;África;1;Ethiopia;Frutas;Online;Baja;22/02/2021;212511909;22/02/2021;5851; $ 9,33 ; $ 6,92 ; $ 54.590 ; $ 40.489 
2080;África;1;Niger;Frutas;Online;Crítica;13/07/2022;208001077;22/07/2022;996; $ 9,33 ; $ 6,92 ; $ 9.293 ; $ 6.892 
9487;África;1;Central African Republic;Cuidado personal;Offline;Alta;9/07/2020;948761546;13/07/2020;8480; $ 81,73 ; $ 56,67 ; $ 693.070 ; $ 480.562 
9270;África;1;Cape Verde;Snacks;Offline;Crítica;18/01/2020;927029645;29/01/2020;7527; $ 152,58 ; $ 97,44 ; $ 1.148.470 ; $ 733.431 
5053;Norteamérica;6;United States of America;Cuidado personal;Offline;Crítica;26/02/2022;505354201;12/04/2022;4393; $ 81,73 ; $ 56,67 ; $ 359.040 ; $ 248.951 
5665;África;1;Sudan;Frutas;Offline;Crítica;30/07/2022;566596543;1/09/2022;7363; $ 9,33 ; $ 6,92 ; $ 68.697 ; $ 50.952 
2639;África;1;Republic of the Congo;Material de oficina;Offline;Crítica;24/09/2021;263930499;5/11/2021;1755; $ 651,21 ; $ 524,96 ; $ 1.142.874 ; $ 921.305 
1708;Australia y Oceanía;3;Federated States of Micronesia;Frutas;Online;Crítica;10/06/2020;170842397;10/06/2020;4917; $ 9,33 ; $ 6,92 ; $ 45.876 ; $ 34.026 
9311;África;1;South Sudan;Frutas;Offline;Baja;10/05/2021;931131064;7/06/2021;1229; $ 9,33 ; $ 6,92 ; $ 11.467 ; $ 8.505 
1089;África;1;Cape Verde;Frutas;Online;Media;27/10/2021;108907830;31/10/2021;7102; $ 9,33 ; $ 6,92 ; $ 66.262 ; $ 49.146 
7385;Australia y Oceanía;3;Palau;Doméstico;Offline;Alta;31/12/2020;738596522;18/02/2021;5979; $ 668,27 ; $ 502,54 ; $ 3.995.586 ; $ 3.004.687 
9749;África;1;Bahrain;Material de oficina;Offline;Baja;29/04/2021;974933469;12/06/2021;3333; $ 651,21 ; $ 524,96 ; $ 2.170.483 ; $ 1.749.692 
8429;África;1;Algeria;Material de oficina;Offline;Media;4/05/2021;842967498;14/05/2021;1670; $ 651,21 ; $ 524,96 ; $ 1.087.521 ; $ 876.683 
8880;África;1;Botswana;Cuidado personal;Online;Crítica;7/11/2022;888059937;10/12/2022;5525; $ 81,73 ; $ 56,67 ; $ 451.558 ; $ 313.102 
8258;África;1;Seychelles ;Doméstico;Offline;Media;1/12/2020;825884616;3/01/2021;6466; $ 668,27 ; $ 502,54 ; $ 4.321.034 ; $ 3.249.424 
